date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:32:14	87048/87048	---M--	200	added ('OK')	application/font-woff	etag:%226299f9e7-15408%22	https://www.zuyyu.in/static/website/fonts/fa-brands-400.woff	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-brands-400.woff	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:15	134160/134160	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-20c10%22	https://www.zuyyu.in/static/website/fonts/fa-brands-400.ttf	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-brands-400.ttf	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:15	749737/749737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226299f9e7-b70a9%22	https://www.zuyyu.in/static/website/fonts/fa-brands-400.svg	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-brands-400.svg	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:15	40308/40308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226299f9e7-9d74%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400.eot	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400.eot	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:15	40308/40308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226299f9e7-9d74%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400d41d.eot?	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400d41dd41d.eot	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:15	14872/14872	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-3a18%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400.woff2	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400.woff2	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:16	18164/18164	---M--	200	added ('OK')	application/font-woff	etag:%226299f9e7-46f4%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400.woff	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400.woff	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:16	40080/40080	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-9c90%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400.ttf	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400.ttf	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:16	139825/139825	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226299f9e7-22231%22	https://www.zuyyu.in/static/website/fonts/fa-regular-400.svg	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-regular-400.svg	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:17	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226299f9e7-33074%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900.eot	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900.eot	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:17	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226299f9e7-33074%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900d41d.eot?	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900d41dd41d.eot	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:17	79100/79100	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-134fc%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900.woff2	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900.woff2	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:17	102224/102224	---M--	200	added ('OK')	application/font-woff	etag:%226299f9e7-18f50%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900.woff	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900.woff	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:18	208792/208792	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-32f98%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900.ttf	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900.ttf	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:18	794054/794054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226299f9e7-c1dc6%22	https://www.zuyyu.in/static/website/fonts/fa-solid-900.svg	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/fa-solid-900.svg	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:18	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226299f9e7-1d794%22	https://www.zuyyu.in/static/website/fonts/ionicons790f.eot?v=2.0.1	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/ionicons790f790f.eot	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:18	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%226299f9e7-2e05c%22	https://www.zuyyu.in/static/website/fonts/ionicons790f.ttf?v=2.0.1	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/ionicons790f790f.ttf	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:19	67904/67904	---M--	200	added ('OK')	application/font-woff	etag:%226299f9e7-10940%22	https://www.zuyyu.in/static/website/fonts/ionicons790f.woff?v=2.0.1	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/ionicons790f790f.woff	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:19	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226299f9e7-5180a%22	https://www.zuyyu.in/static/website/fonts/ionicons790f.svg?v=2.0.1	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/fonts/ionicons790f790f.svg	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:19	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2011:02:19%20GMT	https://www.zuyyu.in/static/website/css/owl.video.play.html	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/css/owl.video.play.html	(from https://www.zuyyu.in/static/website/css/style.css)
16:32:20	875/875	---M--	200	added ('OK')	image/png	etag:%2262aad662-36b%22	https://www.zuyyu.in/static/website/img/icons/qr-code.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/icons/qr-code.png	(from https://www.zuyyu.in/restaurants/)
16:32:20	16459/16459	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2011:02:20%20GMT	https://www.zuyyu.in/qr-code-menu/?plan=Starter	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/qr-code-menu/index4555.html	(from https://www.zuyyu.in/restaurants/)
16:32:20	1393/1393	---M--	200	added ('OK')	image/png	etag:%2262aad662-571%22	https://www.zuyyu.in/static/website/img/icons/support.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/icons/support.png	(from https://www.zuyyu.in/restaurants/)
16:32:20	15777/15777	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2011:02:20%20GMT	https://www.zuyyu.in/pricing/form/?plan=Starter	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/pricing/form/index4555.html	(from https://www.zuyyu.in/restaurants/)
16:32:20	15778/15778	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2011:02:20%20GMT	https://www.zuyyu.in/pricing/form/?plan=Standard	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/pricing/form/indexf1fa.html	(from https://www.zuyyu.in/restaurants/)
16:32:20	1431/1431	---M--	200	added ('OK')	image/png	etag:%2262aad662-597%22	https://www.zuyyu.in/static/website/img/icons/training.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/icons/training.png	(from https://www.zuyyu.in/restaurants/)
16:32:21	15777/15777	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2011:02:21%20GMT	https://www.zuyyu.in/pricing/form/?plan=Premium	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/pricing/form/indexc3fd.html	(from https://www.zuyyu.in/restaurants/)
16:32:22	193320/193320	---M--	200	added ('OK')	image/jpeg	etag:%2263e62882-2f328%22	https://www.zuyyu.in/static/website/img/hotel.jpg	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/hotel.jpg	(from https://www.zuyyu.in/hotels/)
16:32:22	63860/63860	---M--	200	added ('OK')	image/png	etag:%2262aad662-f974%22	https://www.zuyyu.in/static/website/img/works/scan.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/works/scan.png	(from https://www.zuyyu.in/hotels/)
16:32:22	562464/562464	---M--	200	added ('OK')	image/png	etag:%22655ddfe3-89520%22	https://www.zuyyu.in/static/website/img/feature/room-service.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/feature/room-service.png	(from https://www.zuyyu.in/hotels/)
16:32:23	79067/79067	---M--	200	added ('OK')	image/png	etag:%2262aad662-134db%22	https://www.zuyyu.in/static/website/img/works/process.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/works/process.png	(from https://www.zuyyu.in/hotels/)
16:32:23	60028/60028	---M--	200	added ('OK')	image/png	etag:%2262aad662-ea7c%22	https://www.zuyyu.in/static/website/img/works/order.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/works/order.png	(from https://www.zuyyu.in/hotels/)
16:32:23	63290/63290	---M--	200	added ('OK')	image/png	etag:%2262aad662-f73a%22	https://www.zuyyu.in/static/website/img/works/delivery.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/works/delivery.png	(from https://www.zuyyu.in/hotels/)
16:32:23	1971/1971	---M--	200	added ('OK')	image/png	etag:%2262aad662-7b3%22	https://www.zuyyu.in/static/website/img/icons/onboarding.png	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/icons/onboarding.png	(from https://www.zuyyu.in/hotels/)
16:32:23	154950/154950	---M--	200	added ('OK')	image/jpeg	etag:%2263e62882-25d46%22	https://www.zuyyu.in/static/website/img/cinema.jpg	C:/Users/PC/Desktop/web%20htrack/zyu/zyu/www.zuyyu.in/static/website/img/cinema.jpg	(from https://www.zuyyu.in/cinemas/)
